slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
naca643418-il,NACA 64(3)-418,1000000,0.3407,6.407,1.4134,18.25,0.00715,-0.0767,0.006920,-3.0000,0.000072,17.95,2.21
naca643618-il,NACA 64(3)-618,1000000,0.5099,6.408,1.5028,17.00,0.00733,-0.1146,0.006940,-3.7500,0.000069,17.95,3.31
naca644221-il,NACA 64(4)-221,1000000,0.1684,6.643,1.2783,19.00,0.00778,-0.0372,0.007710,-4.0000,0.000048,20.95,1.10
naca644421-il,NACA 64(4)-421,1000000,0.3363,6.614,1.3719,18.75,0.00790,-0.0739,0.007620,-3.7500,0.000055,20.95,2.21
naca64a010-il,NACA 64A-010 10.0%,1000000,0.0039,6.118,0.9479,10.00,0.00483,0.0000,0.004830,0.0000,0.000299,9.99,0.00
naca64a210-il,NACA 64A210,1000000,0.1783,5.979,1.2138,11.25,0.00485,-0.0418,0.004840,-0.2500,0.000201,9.99,1.33
naca64a410-il,NACA 64A410,1000000,0.3494,5.813,1.3359,12.25,0.00523,-0.0831,0.005230,0.0000,0.000197,9.99,2.66
naca651212-il,NACA 65(1)-212,1000000,0.1694,5.909,1.1813,12.00,0.00545,-0.0413,0.005410,-1.5000,0.000136,11.99,1.10
naca651212a06-il,NACA 65(1)-212 a=0.6,1000000,0.1498,5.756,1.1807,13.50,0.00556,-0.0314,0.005530,0.2500,0.000176,11.99,1.48
naca651412-il,NACA 65(1)-412,1000000,0.3402,5.786,1.3409,13.50,0.00556,-0.0823,0.005470,-1.5000,0.000135,11.99,2.21
naca65206-il,NACA 65-206,1000000,0.1664,5.907,0.7258,5.50,0.00375,-0.0421,0.003750,0.0000,0.000954,6.00,1.10
naca65209-il,NACA 65-209,1000000,0.1689,5.854,1.0163,8.75,0.00470,-0.0420,0.004690,-0.5000,0.000413,8.99,1.10
naca65210-il,NACA 65-210,1000000,0.1690,5.865,1.1466,10.50,0.00496,-0.0418,0.004940,-0.7500,0.000240,9.99,1.10
naca652215-il,NACA 65(2)-215,1000000,0.1673,5.961,1.2501,16.00,0.00614,-0.0404,0.006080,-2.2500,0.000091,14.99,1.10
naca652415-il,NACA 65(2)-415,1000000,0.3401,5.885,1.3596,17.00,0.00626,-0.0805,0.006070,-2.0000,0.000106,14.99,2.20
naca652415a05-il,NACA 65(2)-415 a=0.5,1000000,0.3011,5.918,1.3207,17.75,0.00620,-0.0578,0.006180,-0.5000,0.000145,15.00,3.00
naca653218-il,NACA 65(3)-218,1000000,0.1661,5.952,1.2436,19.00,0.00684,-0.0393,0.006710,-3.5000,0.000074,18.00,1.10
naca653618-il,NACA 65(3)-618,1000000,0.5066,6.012,1.4348,19.25,0.00708,-0.1167,0.006720,-3.0000,0.000102,17.99,3.31
naca65410-il,NACA 65-410,1000000,0.3396,5.742,1.2966,11.25,0.00506,-0.0833,0.005010,-0.7500,0.000202,9.99,2.21
naca654221-il,NACA 65(4)-221,1000000,0.1661,6.249,1.1928,19.25,0.00750,-0.0380,0.007370,-3.7500,0.000074,21.00,1.10
naca654421-il,NACA 65(4)-421,1000000,0.3339,6.297,1.2552,18.00,0.00770,-0.0757,0.007320,-3.5000,0.000084,20.99,2.21
naca654421a05-il,NACA 65(4)-421 a=0.5,1000000,0.3117,6.466,1.2208,18.00,0.00771,-0.0578,0.007480,-2.2500,0.000091,20.99,3.00
naca66-018-il,NACA 66-018,1000000,-0.0162,5.196,1.0799,17.25,0.00737,0.0000,0.006670,-4.0000,0.000064,18.00,0.02
naca661212-il,NACA 66(1)-212,1000000,0.1680,5.476,1.1154,12.25,0.00562,-0.0421,0.005360,-1.7500,0.000135,12.00,1.10
naca66206-il,NACA 66-206,1000000,0.1652,5.024,0.7466,7.25,0.00395,-0.0424,0.003950,-0.5000,0.000756,6.00,1.10
naca66209-il,NACA 66-209,1000000,0.1683,5.609,0.9533,8.50,0.00477,-0.0428,0.004700,-1.0000,0.000303,9.00,1.10
naca66210-il,NACA 66-210,1000000,0.1684,5.576,1.0830,10.25,0.00505,-0.0425,0.004920,-1.0000,0.000251,10.00,1.10
naca662215-il,NACA 66(2)-215,1000000,0.1628,5.103,1.1808,15.50,0.00654,-0.0415,0.005990,-2.5000,0.000093,14.99,1.10
naca662415-il,NACA 66(2)-415,1000000,0.3348,4.902,1.2966,16.25,0.00662,-0.0827,0.006030,-2.2500,0.000109,14.99,2.21
naca663218-il,NACA 66(3)-218,1000000,0.1581,5.161,1.1713,18.50,0.00742,-0.0404,0.006580,-3.7500,0.000075,18.00,1.10
naca663418-il,NACA 66(3)-418,1000000,0.3329,5.156,1.2672,19.00,0.00757,-0.0805,0.006590,-3.2500,0.000093,18.00,2.21
naca664221-il,NACA 66(4)-221,1000000,0.1579,5.391,1.1029,19.25,0.00882,-0.0390,0.007500,-4.0000,0.000074,21.00,1.10
naca671215-il,NACA 67,1000000,0.1490,4.377,1.1827,16.75,0.00810,-0.0386,0.006420,3.5000,0.000183,14.99,1.10
naca747a315-il,NACA 747A315,1000000,0.1443,6.206,1.2262,18.50,0.00650,-0.0063,0.005990,-1.5000,0.000098,14.98,2.53
naca747a415-il,NACA 747A415,1000000,0.2294,6.225,1.2746,18.50,0.00652,-0.0266,0.006070,-1.5000,0.000100,14.98,3.04
nacacyh-il,NACA CYH,1000000,0.3275,6.560,1.4270,13.75,0.00542,-0.0251,0.005360,-0.5000,0.000117,11.70,5.85
nacam12-il,NACA M12,1000000,0.1829,6.226,1.4690,15.50,0.00913,-0.0283,0.008270,-2.5000,0.000051,11.93,1.98
nacam18-il,NACA M18,1000000,0.2240,7.004,1.3939,14.25,0.00898,-0.0248,0.006120,2.0000,0.000153,11.96,6.44
nacam2-il,NACA M2,1000000,-0.0027,6.400,1.2099,12.50,0.00402,0.0000,0.004020,0.0000,0.000167,8.06,0.00
nacam3-il,NACA M3,1000000,0.0024,6.338,1.3459,16.25,0.00495,0.0000,0.004950,0.0000,0.000128,11.90,0.00
nacam6-il,NACA M6,1000000,0.1229,6.848,1.3367,14.50,0.00707,0.0039,0.005320,0.5000,0.000127,12.01,2.21
nasasc2-0714-il,SC(2)-0714 Supercritical airfoil (coordinates from Raymer w/ one correction),1000000,0.5636,6.009,1.7615,15.75,0.00730,-0.1375,0.005860,-2.2500,0.000116,13.93,1.48
ncambre-il,ONERA NACA CAMBRE AIRFOIL,1000000,0.1088,6.441,1.4576,15.50,0.00548,-0.0071,0.005470,0.5000,0.000098,11.52,1.38
nl722343-il,NLR-7223-43 AIRFOIL,1000000,0.2289,5.850,1.3553,13.00,0.00544,-0.0506,0.004770,-1.5000,0.000111,8.61,1.35
nl722362-il,NLR-7223-62 AIRFOIL,1000000,0.1804,6.561,1.2557,11.75,0.00513,-0.0251,0.004500,-0.5000,0.000127,8.61,1.25
nlf0115-il,NLF(1)-0115,1000000,0.2645,5.627,1.4640,16.75,0.00687,-0.0518,0.006200,-2.2500,0.000062,14.96,1.84
nlf0215f-il,NASA/LANGLEY NLF(1)-0215F AIRFOIL,1000000,0.6307,6.238,1.6757,17.00,0.00825,-0.1438,0.006610,-2.0000,0.000086,14.97,3.96
nlf1015-il,NASA  NLF1015,1000000,0.7490,5.435,1.5283,16.25,0.00686,-0.1904,0.006420,-2.5000,0.000127,14.99,4.73
nlf414f-il,NASA/LANGLEY NLF 0414F AIRFOIL,1000000,0.3137,5.940,1.5054,17.25,0.01119,-0.0726,0.007470,3.7500,0.000277,14.17,2.41
nlf415-il,NASA/LANGLEY NLF(2)-0415 AIRFOIL,1000000,0.4077,4.302,1.3386,15.00,0.00856,-0.1250,0.006710,3.2500,0.000251,15.01,2.96
nlf416-il,NASA/LANGLEY NLF(1)-0416 AIRFOIL,1000000,0.4498,6.479,1.6646,14.75,0.00789,-0.1002,0.006680,-3.0000,0.000050,15.94,2.46
nlr1t-il,NLR-1T AIRFOIL,1000000,0.1576,6.532,1.3787,14.25,0.00493,-0.0199,0.004460,-0.2500,0.000114,8.70,1.26
nlr7301-il,NLR-7301 AIRFOIL,1000000,0.2759,6.220,1.5822,15.75,0.00703,-0.0745,0.006030,-1.7500,0.000112,16.52,1.66
nn7mk20-il,NN7 MK20,1000000,0.4516,6.247,1.3860,16.75,0.00706,-0.1034,0.006500,-3.2500,0.000065,16.86,3.03
npl9510-il,NPL 9510 AIRFOIL,1000000,0.2387,6.201,1.3199,11.00,0.00827,-0.0860,0.005560,-0.7500,0.000267,11.08,1.62
npl9615-il,NPL 9615 AIRFOIL,1000000,0.0965,6.326,1.3281,15.25,0.00625,-0.0084,0.005600,1.0000,0.000130,11.30,1.01
npl9626-il,NPL 9626 AIRFOIL,1000000,0.0641,6.418,1.3724,15.50,0.00554,-0.0065,0.005530,0.2500,0.000111,12.06,0.73
npl9627-il,NPL 9627 AIRFOIL,1000000,0.0889,6.438,1.5217,16.75,0.00571,-0.0113,0.005560,0.5000,0.000104,12.16,0.90
npl9660-il,NPL 9660 AIRFOIL,1000000,0.0768,6.188,1.3925,15.00,0.00576,-0.0092,0.005480,0.7500,0.000126,11.30,1.01
nplx-il,NPL AIRFOIL FROM ARC CP 1372,1000000,0.1220,5.943,1.3988,16.00,0.00523,-0.0558,0.005110,-1.2500,0.000117,10.67,1.01
oa206-il,ONERA OA206 AIRFOIL,1000000,0.0035,6.596,1.0354,10.00,0.00418,0.0057,0.004160,1.0000,0.000383,6.01,0.84
oa209-il,ONERA OA209 AIRFOIL,1000000,0.0803,6.519,1.5370,14.00,0.00509,-0.0023,0.005090,0.0000,0.000103,9.01,1.56
oa212-il,ONERA OA212 AIRFOIL,1000000,0.0723,6.606,1.5041,15.25,0.00762,0.0007,0.005570,0.5000,0.000111,12.01,2.29
oa213-il,ONERA OA213 AIRFOIL,1000000,0.1611,6.827,1.5460,14.50,0.00578,0.0002,0.005750,0.2500,0.000094,12.57,3.32
oaf095-il,OAF095 AIRFOIL,1000000,0.5220,6.402,1.7185,15.00,0.00651,-0.1267,0.006500,-0.5000,0.000130,9.48,3.79
oaf102-il,OAF102 AIRFOIL,1000000,0.4648,6.506,1.6421,14.50,0.00732,-0.1175,0.007300,-0.5000,0.000141,10.17,3.63
oaf117-il,OAF117 AIRFOIL,1000000,0.2525,6.720,1.7046,14.00,0.00788,-0.0547,0.007670,3.5000,0.000145,11.47,2.03
oaf128-il,OAF128 AIRFOIL,1000000,0.1372,6.814,1.7542,16.25,0.00814,-0.0289,0.008130,-1.2500,0.000057,12.79,0.99
oaf139-il,OAF139 AIRFOIL,1000000,-0.1737,6.880,1.5022,15.00,0.00823,0.0389,0.008210,0.2500,0.000061,13.67,1.30
p51droot-il,P-51D ROOT (BL17.5) AIRFOIL,1000000,0.1601,6.240,1.3660,19.25,0.00734,-0.0374,0.006860,-3.0000,0.000054,16.52,1.26
p51dtip-il,P-51D TIP (BL215) AIRFOIL,1000000,0.1404,5.976,1.0990,11.00,0.00632,-0.0317,0.005930,-1.7500,0.000154,11.42,1.30
p51hroot-il,NACA 66,1000000,0.1251,4.875,1.1673,15.50,0.00625,-0.0297,0.006100,1.7500,0.000219,15.50,1.33
p51htip-il,NACA 66,1000000,0.1396,5.463,1.1451,13.25,0.00568,-0.0304,0.005420,3.0000,0.000288,12.00,1.33
pfcm-il,PROPFAN CRUISE MISSILE WING AIRFOIL,1000000,0.1760,6.019,1.0321,8.75,0.00449,-0.0420,0.004320,1.2500,0.000500,8.19,1.33
pmc19sm-il,PMC19 Smoothed,1000000,0.0725,6.318,1.2485,11.75,0.00836,0.0081,0.006260,1.2500,0.000189,9.19,2.12
prandtl-d-root-ns,Prandtl-D root - NASA Preliminary Research Aerodynamic Design To Lower Drag,1000000,0.1088,7.172,1.2525,16.25,0.00756,-0.0187,0.005550,1.7500,0.000196,12.03,4.09
prandtl-d-tip-ns,Prandtl-D tip - NASA Preliminary Research Aerodynamic Design To Lower Drag,1000000,-0.0117,6.649,1.0961,11.00,0.00496,0.0056,0.004930,0.5000,0.000167,9.63,0.07
psu-90-125wl-il,PSU-90-125WL,1000000,0.3349,5.996,1.3903,14.25,0.00557,-0.0758,0.005560,-0.2500,0.000106,12.53,2.43
psu94097-il,PSU 94-097 (AIAA 2001-2478),1000000,0.4942,6.340,1.5724,13.00,0.00541,-0.1107,0.005070,1.0000,0.000185,9.70,4.10
pt40-il,PT40,1000000,0.3443,6.104,1.6110,16.25,0.00875,-0.0752,0.008670,0.5000,0.000091,11.59,2.88
pw106-pw,PW106,1000000,0.1231,6.390,1.2411,11.25,0.00797,-0.0050,0.005330,1.2500,0.000214,8.90,2.11
pw1211-pw,PW1211,1000000,0.0632,6.430,1.3337,12.50,0.00460,0.0067,0.004370,0.2500,0.000138,7.00,1.65
pw51-pw,PW51,1000000,0.0816,6.443,1.4164,13.75,0.00476,-0.0002,0.004760,0.0000,0.000106,8.90,1.42
pw75-pw,PW75,1000000,0.0532,6.443,1.2363,11.75,0.00765,0.0090,0.005100,1.0000,0.000169,8.90,1.49
pw98mod-pw,PW98-mod,1000000,0.1057,6.355,1.1486,10.25,0.00777,-0.0042,0.005070,1.0000,0.000212,8.40,1.81
r1046-il,RONCZ 1046 VOYAGER CANARD AIRFOIL,1000000,0.6506,6.544,1.7472,12.25,0.00818,-0.1176,0.007890,1.0000,0.000051,18.10,6.66
r1080-il,RONCZ 1080 VOYAGER INNER AFT WING AIRFOIL,1000000,0.3386,6.334,1.3782,19.25,0.00769,-0.0601,0.006990,-2.5000,0.000058,18.00,3.30
r1082-il,RONCZ 1082 VOYAGER ROOT OUTER AFT WING AIRFOIL,1000000,0.3553,6.286,1.3351,18.75,0.00751,-0.0665,0.006890,-2.2500,0.000052,18.00,3.38
r1082t-il,RONCZ 1082T VOYAGER TIP OUTER AFT WING AIRFOIL,1000000,0.3236,6.240,1.3255,18.00,0.00700,-0.0613,0.006440,-2.0000,0.000068,16.00,3.00
r140-il,R140 (original),1000000,0.0341,5.604,0.8174,8.00,0.00582,-0.0047,0.005720,2.0000,0.000696,12.00,0.47
r140sm-il,R140  12.04% (smoothed),1000000,0.0289,5.937,0.8967,8.75,0.00541,-0.0034,0.005340,1.2500,0.000327,12.04,0.44
rae100-il,RAE 100 AIRFOIL,1000000,0.0043,6.466,1.2733,13.00,0.00540,0.0000,0.005390,-0.2500,0.000102,10.00,0.00
rae101-il,RAE 101 AIRFOIL,1000000,0.0039,6.373,1.1198,12.00,0.00514,0.0000,0.005140,0.0000,0.000149,9.99,0.00
rae102-il,RAE 102 AIRFOIL,1000000,0.0039,6.281,1.0748,11.75,0.00510,0.0000,0.005100,-0.2500,0.000162,10.00,0.00
rae103-il,RAE 103 AIRFOIL,1000000,0.0026,6.160,1.0075,10.50,0.00503,0.0000,0.005030,0.0000,0.000207,10.00,0.00
rae104-il,RAE 104 AIRFOIL,1000000,-0.0007,5.920,0.9491,10.50,0.00493,0.0000,0.004900,-1.0000,0.000216,10.00,0.00
rae2822-il,RAE 2822 AIRFOIL,1000000,0.2108,5.811,1.2684,12.75,0.00546,-0.0679,0.005420,-0.5000,0.000147,12.11,1.26
rae5212-il,RAE(NPL) 5212 AIRFOIL,1000000,0.2826,5.668,1.6173,17.25,0.00569,-0.0709,0.005330,-2.0000,0.000080,11.95,1.83
rae5213-il,RAE(NPL) 5213 AIRFOIL,1000000,0.2333,6.081,1.5066,15.25,0.00547,-0.0539,0.005110,-1.5000,0.000093,9.95,1.44
rae5214-il,RAE 5214 AIRFOIL,1000000,0.2292,6.066,1.5128,15.00,0.00531,-0.0539,0.005040,-1.2500,0.000097,9.67,1.44
rae5215-il,RAE 5215 AIRFOIL,1000000,0.2326,6.337,1.5885,14.50,0.00554,-0.0592,0.005310,-1.2500,0.000099,9.65,1.63
rae69ck-il,RAE6-9CK AIRFOIL,1000000,0.2108,5.811,1.2684,12.75,0.00546,-0.0679,0.005420,-0.5000,0.000147,12.11,1.26
raf15-il,RAF 15 AIRFOIL,1000000,0.1778,7.365,1.4460,13.75,0.00682,-0.0303,0.006040,-0.7500,0.000093,6.49,2.61
raf19-il,RAF 19 AIRFOIL,1000000,0.8264,5.117,1.6766,12.50,0.01011,-0.1484,0.010080,-0.2500,0.000143,10.50,10.14
raf25-il,RAF 25 AIRFOIL,1000000,0.1273,6.094,0.9022,8.75,0.00368,-0.0305,0.003680,0.0000,0.000372,6.47,1.04
raf26-il,RAF 26 AIRFOIL,1000000,0.2532,5.978,1.0566,8.75,0.00395,-0.0755,0.003950,0.0000,0.000292,6.62,2.14
raf27-il,RAF 27 AIRFOIL,1000000,0.0058,6.576,1.1324,12.25,0.00470,0.0000,0.004700,-0.7500,0.000125,9.76,0.00
raf28-il,RAF 28 AIRFOIL,1000000,0.2285,6.112,1.2452,12.50,0.00493,-0.0413,0.004640,0.5000,0.000166,9.82,1.93
raf30-il,RAF 30 AIRFOIL,1000000,0.0037,6.215,1.2685,16.00,0.00563,0.0000,0.005630,-0.5000,0.000100,12.64,0.00
raf30md-il,RAF 30 MOD AIRFOIL,1000000,-0.0035,6.428,0.9210,9.25,0.00410,0.0000,0.004100,0.0000,0.000303,7.60,0.00
raf31-il,RAF 31 AIRFOIL,1000000,0.2640,6.031,1.3686,16.25,0.00587,-0.0609,0.005700,1.5000,0.000143,12.74,2.07
raf32-il,RAF 32 AIRFOIL,1000000,0.5830,5.492,1.5406,17.50,0.00651,-0.1379,0.006160,2.7500,0.000217,12.68,5.01
raf32md-il,RAF 32 MOD AIRFOIL,1000000,0.4901,5.600,1.4482,13.50,0.00567,-0.1170,0.005060,1.7500,0.000208,10.16,3.96
raf33-il,RAF 33 AIRFOIL,1000000,0.2787,7.176,1.3959,10.00,0.00888,-0.0154,0.006380,1.7500,0.000156,12.64,4.69
raf34-il,RAF 34 AIRFOIL,1000000,0.1196,6.900,1.3022,15.25,0.00555,0.0010,0.005400,0.5000,0.000119,12.64,2.00
raf38-il,RAF 38 AIRFOIL,1000000,0.2393,6.457,1.3957,16.50,0.00576,-0.0388,0.005380,1.2500,0.000137,12.65,2.52
raf48-il,RAF-48 AIRFOIL,1000000,0.2632,6.828,1.4036,16.50,0.00611,-0.0361,0.005980,0.7500,0.000102,14.96,2.93
raf6-il,RAF 6 AIRFOIL,1000000,0.4768,5.769,1.6067,14.25,0.00750,-0.0889,0.006000,0.5000,0.000118,9.98,4.59
raf69-il,RAF 69 AIRFOIL,1000000,0.1637,5.084,1.4084,18.75,0.00746,-0.0368,0.007430,0.7500,0.000079,20.64,1.71
raf89-il,RAF 89 AIRFOIL,1000000,0.1341,4.081,1.3271,17.50,0.00805,-0.0324,0.008020,0.2500,0.000097,25.00,1.64
rc0864c-il,NASA/LANGLEY RC08-64C AIRFOIL,1000000,0.0905,5.840,0.8764,8.50,0.00692,-0.0215,0.004280,0.7500,0.000639,8.00,1.00
rc08b3-il,NASA/LANGLEY RC-08(B)3 AIRFOIL,1000000,0.0899,6.527,1.2450,12.50,0.00426,-0.0004,0.004030,-0.5000,0.000144,8.00,1.10
rc08n1-il,NASA/LANGLEY RC-08(N)1 AIRFOIL,1000000,0.0777,6.390,1.1626,11.50,0.00770,0.0038,0.004600,1.7500,0.000288,8.02,1.56
rc1064c-il,NASA/LANGLEY RC10-64C AIRFOIL,1000000,0.1195,5.817,1.3940,15.50,0.00513,-0.0222,0.004660,0.7500,0.000150,10.00,1.00
rc10b3-il,NASA/LANGLEY RC-10(B)3 AIRFOIL,1000000,0.1222,6.857,1.3703,16.25,0.00474,-0.0013,0.004590,-0.2500,0.000120,9.97,1.71
rc10n1-il,NASA/LANGLEY RC-10(N)1 AIRFOIL,1000000,0.0719,6.605,1.3026,14.25,0.00488,0.0084,0.004710,0.2500,0.000132,10.01,1.49
rc1264c-il,NASA/LANGLEY RC12-64C AIRFOIL,1000000,0.1202,5.819,1.3758,15.75,0.00810,-0.0238,0.005940,2.7500,0.000185,12.00,1.00
rc12b3-il,NASA/LANGLEY RC-12(B)3 AIRFOIL,1000000,0.1543,7.005,1.3827,17.00,0.00533,-0.0037,0.005110,-0.2500,0.000111,12.00,2.22
rc12n1-il,NASA/LANGLEY RC-12(N)1 AIRFOIL,1000000,0.0509,6.703,1.3319,15.25,0.00563,0.0079,0.005100,1.2500,0.000151,12.02,1.38
rc410-il,NASA RC(4)-10 AIRFOIL,1000000,0.1246,6.640,1.6381,16.75,0.00768,-0.0045,0.006760,2.0000,0.000102,9.98,2.13
rc510-il,NASA RC(5)-10 AIRFOIL,1000000,0.1352,6.639,1.5088,15.75,0.00661,-0.0043,0.004880,0.7500,0.000109,9.96,2.21
rcsc2-il,NASA/LANGLEY RC-SC2 AIRFOIL,1000000,0.0883,6.163,1.2193,13.00,0.00429,-0.0223,0.004230,0.5000,0.000191,9.97,0.60
rg12-il,RG-12,1000000,0.2079,5.978,1.2360,11.75,0.00469,-0.0473,0.004390,-1.5000,0.000122,9.26,1.38
rg12a-il,AIRFOIL PROFILE12A 9.00%,1000000,0.2594,5.956,1.3336,13.25,0.00477,-0.0572,0.004330,-1.5000,0.000124,8.99,1.80
rg12a189-il,RG 12A-1.8/9.0 AIRFOIL,1000000,0.2594,5.955,1.3322,13.25,0.00477,-0.0573,0.004330,-1.5000,0.000124,8.99,1.80
rg14-il,RG 14 AIRFOIL,1000000,0.2021,6.030,1.2262,11.25,0.00438,-0.0415,0.004210,-1.0000,0.000143,8.47,1.58
rg1410-il,RG 14 10% AIRFOIL,1000000,0.1982,6.011,1.3990,14.00,0.00476,-0.0393,0.004600,-0.7500,0.000096,10.00,1.58
rg149-il,RG 14 9% AIRFOIL,1000000,0.1976,6.034,1.3495,13.00,0.00453,-0.0396,0.004360,-0.7500,0.000110,9.00,1.58
rg1495-il,RG 14 9.5% AIRFOIL,1000000,0.1981,6.023,1.3725,14.00,0.00464,-0.0394,0.004480,-0.7500,0.000102,9.50,1.58
rg14a147-il,RG 14A-1.4/7.0 AIRFOIL,1000000,0.1686,6.080,1.0808,9.25,0.00393,-0.0348,0.003810,-0.7500,0.000225,7.00,1.40
rg15-il,RG-15 8.9%,1000000,0.2692,5.988,1.2852,11.50,0.00473,-0.0625,0.004550,-1.2500,0.000137,8.92,1.76
rg15a111-il,RG 15A-1.8/11.0 AIRFOIL,1000000,0.2732,5.987,1.4553,14.50,0.00528,-0.0606,0.005080,-1.5000,0.000080,11.00,1.80
rg15a213-il,RG 15A 2.5/13.0 AIRFOIL,1000000,0.3726,5.919,1.5525,16.75,0.00587,-0.0810,0.005570,-1.5000,0.000071,12.99,2.50
rg8-il,RG 8 AIRFOIL,1000000,0.3737,5.925,1.4032,13.25,0.00534,-0.0944,0.004970,-2.0000,0.000095,10.80,2.22
rhodesg30-il,Rhode St. Genese 30,1000000,0.4609,5.800,1.4452,12.50,0.00924,-0.0560,0.007640,2.5000,0.000203,9.74,4.87
rhodesg32-il,Rhode St. Genese 32,1000000,0.5748,5.953,1.5433,13.75,0.00932,-0.0684,0.008150,0.5000,0.000135,11.90,5.95
rhodesg34-il,Rhode St. Genese 34,1000000,0.6648,5.691,1.5232,13.75,0.00979,-0.0753,0.008830,0.7500,0.000171,14.07,7.03
rhodesg36-il,Rhode St. Genese 36,1000000,0.7112,5.371,1.7309,12.75,0.01101,-0.0761,0.010340,1.2500,0.000135,16.23,8.12
s1010-il,S1010 HPV airfoil,1000000,-0.0037,6.385,1.0268,10.50,0.00369,0.0000,0.003690,0.0000,0.000317,6.02,0.00
s1012-il,S1012,1000000,-0.0013,5.979,1.3340,16.50,0.00539,0.0000,0.005370,-0.5000,0.000087,12.02,0.00
s1014-il,S1014,1000000,-0.0109,5.698,1.2705,18.50,0.00796,0.0000,0.006950,3.2500,0.000153,16.51,0.00
s1016-il,S1016,1000000,-0.0116,5.429,1.2628,18.75,0.00718,0.0000,0.007180,0.0000,0.000091,17.48,0.00
s1020-il,Ornithopter airfoil.,1000000,0.6761,5.519,1.5143,16.00,0.00676,-0.1619,0.006620,-1.5000,0.000095,15.10,5.05
s102b-il,SOMERS S102 AIRFOIL (BLUNT),1000000,0.3542,6.309,1.6562,17.00,0.00717,-0.0818,0.006380,-3.2500,0.000061,14.98,2.07
s102s-il,SOMERS S102 AIRFOIL (SHARP),1000000,0.3500,5.932,1.5771,17.50,0.00712,-0.0807,0.006360,-3.2500,0.000060,14.98,2.07
s1046-il,S1046 17% (Danny Howell),1000000,-0.0006,6.367,1.2588,15.00,0.00708,0.0000,0.007080,0.0000,0.000056,16.99,0.00
s1048-il,S1048 14% (Danny Howell),1000000,-0.0007,6.379,1.1835,13.50,0.00644,0.0000,0.006440,-0.2500,0.000084,13.97,0.00
s1091-il,S1091,1000000,0.6302,6.078,1.7276,13.00,0.00709,-0.1403,0.005850,2.2500,0.000254,5.06,6.06
s1210-il,S1210 12%,1000000,1.0814,6.406,2.1814,13.50,0.00921,-0.2532,0.008510,-2.0000,0.000090,12.00,7.20
s1221-flap-il,S1221  w/ 4 deg flap,1000000,0.9321,6.477,2.1757,14.25,0.00966,-0.2109,0.008840,-2.5000,0.000058,12.14,5.40
s1221-il,S1221  w/o flap,1000000,0.7104,6.602,2.1061,15.00,0.00887,-0.1756,0.008510,-1.5000,0.000046,12.14,5.40
s1223-il,S1223,1000000,1.0930,7.670,2.4036,14.50,0.01188,-0.2740,0.011710,0.2500,0.000109,12.14,8.67
s1223rtl-il,S1223 RTL,1000000,1.1190,6.200,2.5113,17.25,0.01245,-0.2543,0.012400,-0.2500,0.000094,13.51,8.46
s2027-il,S2027,1000000,0.3033,6.386,1.4151,14.50,0.00640,-0.0568,0.006320,-1.0000,0.000065,14.50,2.75
s2046-il,S2046,1000000,0.3784,6.098,1.6378,14.00,0.00512,-0.0908,0.005090,-0.5000,0.000109,9.01,2.59
s2048-il,S2048,1000000,0.2966,5.888,1.3076,11.75,0.00459,-0.0707,0.004590,-0.2500,0.000165,8.63,1.94
s2050-il,S2050 8.93%,1000000,0.2326,6.177,1.3573,12.00,0.00491,-0.0609,0.004430,-1.5000,0.000125,8.93,1.26
s2055-il,S2055,1000000,0.2190,5.926,1.2808,12.75,0.00414,-0.0452,0.004110,-0.5000,0.000146,7.99,1.66
s2060-il,S2060 8%,1000000,0.2545,5.922,1.2550,11.25,0.00432,-0.0614,0.004280,0.5000,0.000258,8.00,1.81
s2062-il,S2062 8%,1000000,0.2393,5.924,1.2252,10.50,0.00420,-0.0569,0.004190,0.2500,0.000253,7.98,1.73
s2091-il,S2091-101-83,1000000,0.4104,6.319,1.6499,15.25,0.00611,-0.0799,0.005190,1.0000,0.000124,10.11,3.91
s3-il,REPUBLIC S-3 AIRFOIL,1000000,0.1078,6.345,1.2539,12.50,0.00599,-0.0025,0.005670,-0.7500,0.000103,11.00,1.83
s3002-il,SELIG 3002-099-83,1000000,0.4081,6.187,1.7081,15.75,0.00524,-0.0863,0.005140,-0.7500,0.000094,9.94,2.99
s3010-il,S3010-103-84,1000000,0.2941,6.351,1.5674,14.50,0.00563,-0.0533,0.005310,1.2500,0.000122,10.32,2.83
s3014-il,S3014-095-85,1000000,0.2494,6.294,1.3309,13.25,0.00473,-0.0384,0.004450,0.2500,0.000138,9.46,2.57
s3016-il,S3016-095-87,1000000,0.1994,6.353,1.3458,13.75,0.00464,-0.0294,0.004460,0.5000,0.000132,9.52,2.09
s3021-il,S3021-095-84,1000000,0.3095,6.139,1.3239,12.25,0.00493,-0.0520,0.004910,0.2500,0.000148,9.47,2.96
s3024-il,AIRFOIL 3024    9.84%,1000000,0.3783,6.098,1.4005,13.75,0.00461,-0.0721,0.004540,0.2500,0.000149,9.85,3.52
s3025-il,S3025 9.38%,1000000,0.4018,6.066,1.4168,14.25,0.00494,-0.0768,0.004940,0.0000,0.000137,9.38,3.59
